Tid (s),C1,C2
1286,54.8,50.4
1287,55.5,51.4
1288,54.6,51
1289,53.5,53.6
1290,53.1,51.7
1291,52.9,50
1292,52.7,49.7
1293,54.9,50.3
1294,56.9,52.5
1295,57.3,53.7
1296,56.8,53.5
1297,58.6,54.2
1298,57.5,54.3
1299,56.2,54.1
1300,57.9,55.5
1301,56.6,52.1
1302,58.9,52.6
1303,57.9,52
1304,59.5,54
1305,59.5,54.9
1306,59,54.9
1307,58.6,55.7
1308,58.2,55.9
1309,57.4,57
1310,59.3,53.9
1311,58.6,54
1312,55.3,52.3
1313,55.4,51.9
1314,56,50.6
1315,58.6,50.9
1316,59.5,52.7
1317,56.2,51.5
1318,55.6,49.8
1319,57.6,50.9
1320,57.4,52.6
1321,58,52
1322,56.6,50.6
1323,59.3,53.1
1324,58.2,53.6
1325,53.5,50.6
1326,60.6,53.2
1327,57.9,53.2
1328,60.1,55.5
1329,56.7,53.6
1330,55.2,53.2
1331,58,54.8
1332,57.2,55.1
1333,56.4,55.2
1334,56.4,55.1
1335,57.1,55.4
1336,55.1,56.5
1337,57.4,58.8
1338,55.9,61.5
1339,58.3,57.2
1340,55,57.2
1341,53.5,56.1
1342,55.7,55.6
1343,55.7,53.9
1344,57.3,55.1
1345,55.4,56.7
1346,55.3,57.9
1347,54.3,58.8
1348,57.2,55.2
1349,55.6,54.4
1350,58.9,53.4
1351,54.4,52.3
1352,57.2,52.2
1353,56.2,51.7
1354,56.5,52.2
1355,56.9,50.2
1356,56.8,49.9
1357,55.7,50.4
1358,56.9,51.9
1359,54.9,50.7
1360,52.5,49
1361,54,49.3
1362,59,51.7
1363,58.2,54
1364,58.3,52
1365,58.2,51.5
1366,58.5,51.9
1367,56.9,52.4
1368,56.4,52.1
1369,56.5,50.3
1370,56.5,50
1371,57.9,50.6
1372,60.2,51.9
1373,56.6,51.2
1374,58.7,52
1375,59.8,52.3
1376,63.4,55.7
1377,68.1,60.4
1378,69.4,63.1
1379,68.4,62.6
1380,65.2,60.2
1381,61.9,56.8
1382,60,54.5
1383,57.1,52.3
1384,56.2,50.1
1385,59.9,52.1
1386,60.7,51.5
1387,58.7,51.3
1388,59.3,51.7
1389,58.7,52.2
1390,57.9,52.3
1391,56.2,50.2
1392,54.7,48.8
1393,55.9,47.8
1394,58.6,49.3
1395,57.3,49.2
1396,58.3,49.1
1397,58.1,50.5
1398,60.1,51.6
1399,58.5,51.5
1400,58,49.5
1401,57.4,47.7
1402,55,46.6
1403,55.8,46.5
1404,58.7,50
1405,58.1,50.2
1406,59.6,50.2
1407,60.3,51.9
1408,58.4,51.7
1409,57,50.3
1410,56.2,48.7
1411,54.8,48.7
